"id","imo","sector","destination","top1","score1","top2","score2","top3","score3","top4","score4","top5","score5"
"94157","9306469","TANKER","MZMNC","Nacala + MZMNC","100","Mahajunga + MGMJN","60","Nouakchott + MRNKC","60","Cozumel + MXCZM","60","Rangoon + MMRGN","60"
"94162","9461489","CONTAINER","CNVAN-->CNTAO","Qingdao (formerly Tsingtao) + CNTAO&&>","100","TAICANG + 	CNTA&&>","89","Cinta + name&&>","80","Taixing + CNTAX&&>","80","Taizhou + CNTZO&&>","80"
"94195","9493743","DRY BULK","UAYUZ","Yuzhny + UAYUZ","100","Mayaguez + name","62","Suez Bay + name","62","Tubay + name","60","Xiuyu + name","60"
"94242","9314222","CONTAINER","CAPRR","Prince Rupert + CAPRR","100","Three Rivers + CATRR","80","Prescott (Usa) + CAPRE","80","Aparri + name","73","Canaport + name","62"
"94247","9503940","TANKER","SRPBM","Paramaribo + SRPBM","100","Paranam + SRPRM","80","Smalkalden + 	SRSM","67","Bandar Imam Khomeini + IRBKM","60","Bahia Las Minas + PAPBM","60"
"94259","9331141","TANKER","COCVE","Covenas + COCVE","100","Cienaga + COCIE","80","Covenas + name","67","Gove + name","67","Crockett + name","62"
"94278","9422407","TANKER","USSFO>PABLB","Balboa + PABLB&&>","100","Palu + name&&>","67","Pagbilao + name&&>","62","Kabil + name&&>","60","Palma + name&&>","60"
"94281","9030864","DRY BULK","GRPIR>ITCVV","Civitavecchia + ITCVV&&>","100","Crotone + ITCRV&&>","80","Cagliari + ITCAG&&>","60","Porto Vesme + ITPVE&&>","60","St Vincent + CVVXE&&>","60"
"94300","9708849","CONTAINER","CNYSA>CNNGB","Ningbo + CNNGB&&>","100","Nantong + CNNTG&&>","80","Nanjing + CNNJG&&>","80","Ningbo + CNNBO&&>","80","Ningbo + name&&>","73"
"94302","9280586","TANKER","IQKAZ","Khor al Zubair + IQKAZ","100","Khor-al-Amaya + IQKHA","80","Kiska + name","60","Sikka + name","60","Sitka + name","60"
"94307","9184433","DRY BULK","FRBAY","Bayonne, France + FRBAY","100","Bastia + FRBIA","80","Bassens + FRBAS","80","Jafrabad + name","62","Surabaya + name","62"
"94308","9362956","CONTAINER","ITSPE","La Spezia + ITSPE","100","Pesaro + ITPES","80","Porto Empedocle + ITPEM","80","Porto Vesme + ITPVE","80","Santa Panagia + ITSPA","80"
"94315","9244867","TANKER","MYTPP","Tanjung Pelepas + MYTPP","100","Tanjung Manis + MYTMP","80","Punta Del Este + UYPDP","60","Lutong + MYLUT","60","Saipan + MPSPN","60"
"94329","9290438","TANKER","MTMLA OPL","Malta (Grand Harbour) + MTMLA","100","La Palma + name","59","La Place + name","59","La Plata + name","59","Tanjung Manis + MYTMP","57"
"94337","9689603","CONTAINER","EGDAM","Damietta + EGDAM","100","Coega + name","60","Gamba + name","60","Onega + name","60","Domsjo + SEDOM","60"
"94340","9253258","TANKER","RUTAM>GRPIR","Piraeus + GRPIR&&>","100","Prinos + GRPPI&&>","80","Perama + GRPER&&>","80","Agria + name&&>","60","Risor + name&&>","60"
"94358","9122239","CONTAINER","GBWPT GBAVO GBWPT","Avonmouth + GBAVO","100","Warrenpoint + GBWPT","100","Porto Nogaro + name","52","Bata - Puerto Nuevo + name","50","Brayton Point + name","50"
"94373","9337444","CONTAINER","MXZLO","Manzanillo, Mexico + MXZLO","100","Malmo + name","60","Cozumel + MXCZM","60","Coatzacoalcos + MXCOA","60","Manzanillo, Cuba + CUMZO","60"
"94380","9319428","DRY BULK","ESBIO","Bilbao + ESBIO","100","Saigo + name","60","Saijo + name","60","Sidon + name","60","Tebig + name","60"
"94401","8204183","DRY BULK","USPAB","Palm Beach + USPAB","100","Paulsboro + USPAU","80","Albany, New York, U.S.A. + USALB","80","Perth Amboy + USPAY","80","Everett, Washington, U.S.A. + USPAE","80"
"94408","9299551","CONTAINER","USMIA","Miami + USMIA","100","Marrero + USMAR","80","Quincy (Ma) + USMQI","80","Marcus Hook + USMAH","80","Soma + name","67"
"94414","9416707","DRY","JPKZU>PABLB","Balboa + PABLB&&>","100","Palu + name&&>","67","Pagbilao + name&&>","62","Kabil + name&&>","60","Palma + name&&>","60"
"94435","9074042","CONTAINER","MYPGU - CNZJG","Zhangjiagang + CNZJG","100","Pasir Gudang + MYPGU","100","Yangpu + CNYPG","62","Zhapu + CNZPU","62","Jiangmen + CNJMN","50"
"94436","9447873","CONTAINER","COCTG","Cartagena, Colombia + COCTG","100","Crockett + name","62","Coega + name","60","Tumaco + COTCO","60","Covenas + COCVE","60"
"94443","9412347","TANKER","RUNVS>NLRTM","Rotterdam + NLRTM&&>","100","Pernis + NLPER&&>","60","Botlek + NLBOT&&>","60","Santarem + BRSTM&&>","60","Tramandai + BRTRM&&>","60"
"94453","9539262","DRY BULK","KRTAN","Taean + KRTAN","100","Daesan + KRTSN","80","Randers + DKRAN","80","Tan Tan + name","75","Karita + name","73"
"94467","9367621","DRY","IDAMA","Amamapare + IDAMA","100","Ambon + IDAMQ","80","Asam Asam + IDIAM","80","Makassar + IDMAK","80","Ama + name","75"
"94505","9377664","TANKER","DOHAI","Rio Haina + DOHAI","100","Doha + name","89","Dong Hai + name","77","Donghae + name","67","Dora + name","67"
"94516","9433145","CONTAINER","USPEF","Port Everglades + USPEF","100","Port Manatee + USPME","80","Everett, Washington, U.S.A. + USPAE","80","Panama City, Florida, U.S.A. + USPFN","80","St Petersburg (Usa) + USPIE","80"
"94528","9310628","DRY","AESHJ","Sharjah + AESHJ","100","Ambes + name","60","Dahej + name","60","Gabes + name","60","Haeju + name","60"
"94529","9292450","CONTAINER","CNNGB","Ningbo + CNNGB","100","Nantong + CNNTG","80","Nanjing + CNNJG","80","Ningbo + CNNBO","80","Ningbo + name","73"
"94532","9421647","DRY BULK","GBCTM","Chatham Docks U.K. + GBCTM","100","Campbeltown + GBCBT","80","Teignmouth + GBTNM","80","Dartmouth (Uk) + GBDTM","80","Stornoway + 	GBST","67"
"94545","9732797","TANKER","PORT NECHES>USPON","Port Neches + USPON&&>","100","Yonkers + USYON&&>","80","New London + USGON&&>","80","Freeport, Texas, U.S.A. + USFPO&&>","80","Pensacola + USPNS&&>","80"
"94567","9689914","TANKER","EGWAF>EGRAG","Ras Gharib + EGRAG&&>","100","Agioi Theodoroi + GRAGT&&>","80","Agia Marina + GRAGM&&>","80","Agria + GRAGA&&>","80","Ras Budran + EGRAB&&>","80"
"94570","9710658","DRY","RUSHA","Shakhtersk + RUSHA","100","Slavyanka + RUSKA","80","Aleksandrovsk Sakhalinsky + RUSAK","80","Sabetta + RUSAB","80","Borusan + name","67"
"94576","9250074","TANKER","ITAUG","Augusta, (Sicily), Italy + ITAUG","100","Cagliari + ITCAG","80","Bitung + name","73","Itaqui + name","73","Itaguai + name","67"
"94607","9308015","CONTAINER","TZDAR","Dar-es-Salaam + TZDAR","100","Zadar + name","80","Darica + TRDAR","80","Dakar + name","60","Otaru + name","60"
"94608","9687203","DRY","JPKUH","Kushiro + JPKUH","100","Kuchinotsu + JPKUC","80","Kinuura + JPKNU","80","Kudamatsu + JPKUD","80","Kisarazu + JPKZU","80"
"94614","9747053","DRY","GBIMM","Immingham Dock + GBIMM","100","Bima + name","67","Milford Haven + GBMLF","60","Leith + GBLEI","60","Montrose, U.K. + GBMON","60"
"94615","9687069","DRY","JPTND","Tonda + JPTND","100","Onoda + JPOND","80","Kanda + JPKND","80","Tachibana + JPTBN","80","Tonda + name","60"
"94625","8702252","DRY BULK","PLPLC","Police + PLPLC","100","Polloc + PHPLC","80","Polloc + name","73","La Place + name","62","Pauillac + name","62"
"94628","9310006","DRY","RUNJK","Nakhodka + RUNJK","100","Rundvik + name","67","Truk + name","67","Kunak + name","60","Rouen + name","60"
"94639","9345350","TANKER","DKFRC","Fredericia + DKFRC","100","Dakar + name","60","Horsens + DKHOR","60","Jinhae + KRCHF","60","Aarhus + DKAAR","60"
"94685","8608200","CONTAINER","KEMBA>>TZDAR","Dar-es-Salaam + TZDAR&&>","100","Zadar + name&&>","80","Darica + TRDAR&&>","80","Dakar + name&&>","60","Otaru + name&&>","60"
"94696","9516789","CONTAINER","MRNKC","Nouakchott + MRNKC","100","Murmansk + name","62","Marin + name","60","Merak + name","60","Moron + name","60"
"94705","9368340","DRY BULK","EGALY","Alexandria, Egypt + EGALY","100","Galway + name","73","Galisby + name","67","Gary + name","67","Alcoy + name","60"
"94711","9558581","DRY BULK","ESPAS","Pasajes + ESPAS","100","Aviles + ESAVS","80","Puerto De Santa Maria + ESPSM","80","San Sebastian + ESEAS","80","Palamos + ESPAL","80"
"94722","9249221","CONTAINER","CNGZU>HKHKG","Hong Kong + HKHKG&&>","100","Hungnam + KPHGM&&>","60","Khanom + THKHA&&>","60","Koge + DKKOG&&>","60","Kharg Island + IRKHK&&>","60"
"94728","9466312","DRY BULK","ESGIJ","Gijon + ESGIJ","100","Degi + name","67","Gijon + name","60","Saijo + name","60","Sangi + name","60"
"94729","9703320","TANKER","SARAB","Rabigh + SARAB","100","Ras Tanura + SARTA","80","Ras Al-Khafji + SARAR","80","Rapid Bay + AURAB","80","Ras Al Khair + SARAZ","80"
"94730","9343194","TANKER","USLCH>MXPAJ","Pajaritos + MXPAJ&&>","100","Plaju + name&&>","60","Tampa + name&&>","60","Nanchital + MXNAN&&>","60","Coatzacoalcos + MXCOA&&>","60"
"94733","9305893","CONTAINER","ITSAL","Salerno + ITSAL","100","Salaya + INSAL","80","Falconara + ITFAL","80","Santa Panagia + ITSPA","80","Isabel + name","73"
"94740","9340910","TANKER","FRFOS","Fos + FRFOS","100","Fos + name","75","Faro + name","67","Kramfors + name","62","Floro + name","60"
"94747","9416977","CONTAINER","FRLEH","Le Havre + FRLEH","100","Le Verdon + FRLVE","80","Doraleh + name","67","Ferndale + name","62","Leigh + name","60"
"94763","9602514","OSV","NOBGO","Bergen + NOBGO","100","Bodo + NOBOO","80","Agotnes + NOAGO","80","Glomfjord + NOGLO","80","Ango Ango + name","67"
"94769","9048122","DRY BULK","MYLBU","Labuan + MYLBU","100","Lutong + MYLUT","80","Lahad Datu + MYLDU","80","Lumut, Malaya, Malaysia + MYLUM","80","Milbuk + name","73"
"94774","9289192","CONTAINER","GHTMA>>>>BJCOO","Cotonou + BJCOO&&>","100","Bacolod + name&&>","67","Bodo + name&&>","67","Jolo + name&&>","67","Coos Bay + name&&>","62"
"94784","9460186","DRY","MXATM","Altamira, Mexico + MXATM","100","Tanger Med + MAPTM","80","Cayo Arcas + MXCAT","80","Tampico + MXTAM","80","Mati + name","67"
"94808","9412517","CONTAINER","ESFRO","Ferrol + ESFRO","100","Rota, Spain + ESROT","80","Pesaro + name","73","Tesoro + name","73","Faro + name","67"
"94838","9638977","CONTAINER","KRPUS","Busan + KRPUS","100","Ulsan + KRUSN","80","Pusan + name","60","Kristinestad + FIKRS","60","Ponce + PRPSE","60"
"94847","9264166","TANKER","TRTEK","Tekirdag + TRTEK","100","Ternate + name","67","Trieste + name","67","Truk + name","67","Erdek + name","60"
"94943","9283710","TANKER","USHOU","Houston + USHOU","100","Homer + USHOM","80","Fuzhou + name","73","Huzhou + name","73","Shekou + name","73"
"94953","9552630","OSV","CYLMS","Limassol + CYLMS","100","Coeymans + name","62","Limas + name","60","Lanshan + CNLSN","60","Catia La Mar + VECLM","60"
"94954","9124366","CONTAINER","SGSIN PEBGA","Singapore + SGSIN","100","Bassein + name","67","Pebane + name","59","Spring Bay + name","57","Ba Ngoi + name","56"
"94969","9329758","TANKER","AEFJR","Fujairah + AEFJR","100","Sandefjord + name","67","ANYER + name","60","Dahej + name","60","Haeju + name","60"
"94987","9243394","CONTAINER","SADMM","Dammam + SADMM","100","Asam Asam + name","67","Salem + name","60","Sauda + name","60","Stade + name","60"
"94995","9400100","CONTAINER","COBUN","Buenaventura + COBUN","100","Coruna + name","73","Cebu + name","67","Cobh + name","67","Tacloban + name","62"
"94997","9475258","CONTAINER","EGSUZ > LBBEY","Beirut + LBBEY&&>","100","Limbe + name&&>","60","Selby + name&&>","60","Belem + BRBEL&&>","60","Jieh Port + LBJIE&&>","60"
"95004","9307059","CONTAINER","EGPSD","Port Said + EGPSD","100","Egersund + name","62","Alcudia + ESALD","60","Karlstad + SEKSD","60","Safaga + EGSGA","60"
"95015","9724623","TANKER","USMSY","New Orleans + USMSY","100","Myrtle Grove + USMYG","80","Skagway + USSGY","80","Port Sulphur + USPSY","80","Sandusky + USSKY","80"
"95027","9151814","DRY BULK","PECLL","Callao + PECLL","100","La Libertad, Ecuador + ECLLD","80","Hopewell + name","62","Collo + name","60","Pecem + name","60"
"95034","9198654","DRY BULK","PLSZZ","Stettin + PLSZZ","100","Shimizu, (Honshu), Japan + JPSMZ","60","Susaki + JPSUZ","60","Lisbon + PTLIS","60","Swinoujscie + PLSWI","60"
"95036","9346677","DRY BULK","FRSET","Sete + FRSET","100","Petit Couronne + FRPET","80","Sete + name","67","St Rose + name","67","Fraser Port + name","62"
"95080","9315874","CONTAINER","DOCAU","Caucedo + DOCAU","100","Doha + name","67","Dora + name","67","Dock Sud + name","62","Otaru + name","60"
"95081","9485772","DRY BULK","BZBZE","Belize + BZBZE","100","Gebze + name","60","Belem + BRBEL","60","Zelzate + BEZEL","60","Zeebrugge + BEZEE","60"
"95082","9491604","CONTAINER","CRMOB","Puerto Moin + CRMOB","100","Cobh + name","67","Rodby + name","60","Rumoi + name","60","Kribi + CMKBI","60"
"95085","9366237","CONTAINER","USPME","Port Manatee + USPME","100","Portsmouth, Virginia, U.S.A. + USPTM","80","Milwaukee + USMKE","80","Nome + USOME","80","Everett, Washington, U.S.A. + USPAE","80"
"95087","9250531","TANKER","MXDBT","Dos Bocas + MXDBT","100","Nouadhibou + MRNDB","60","Banten + IDBTN","60","Jabung Batanghari Marine Terminal + IDJBT","60","Bitung + IDBIT","60"
"95097","9393060","TANKER","PRYAB","Yabucoa + PRYAB","100","Rabaul + PGRAB","80","Poya + name","67","Prai + name","67","Akyab + name","60"
"95100","9605865","DRY BULK","SVAQJ","Acajutla + SVAQJ","100","Vaja + SEVAJ","80","Suva + name","67","Vaja + name","67","Saijo + name","60"
"95105","9367736","TANKER","GTPRQ","Puerto Quetzal + GTPRQ","100","Puerto Barrios + GTPBR","80","Hartlepool + GBHTP","60","Aguadilla + PRBQN","60","Torbay Harbour + GBTOR","60"
"95107","9422809","DRY","GTPRQ","Puerto Quetzal + GTPRQ","100","Puerto Barrios + GTPBR","80","Hartlepool + GBHTP","60","Aguadilla + PRBQN","60","Torbay Harbour + GBTOR","60"
"95132","9436434","CONTAINER","KRPUS","Busan + KRPUS","100","Ulsan + KRUSN","80","Pusan + name","60","Kristinestad + FIKRS","60","Ponce + PRPSE","60"
"95137","8662438","DRY BULK","TWTPE","Taipei + TWTPE","100","Tofte + name","60","Tembladora + TTTEM","60","Pesaro + ITPES","60","Tekirdag + TRTEK","60"
"95140","9238284","TANKER","PABLB","Balboa + PABLB","100","Palu + name","67","Pagbilao + name","62","Kabil + name","60","Palma + name","60"
"95155","9326926","TANKER","MXTUX","Tuxpan + MXTUX","100","Matsu + name","60","Motui + name","60","Fort Dauphin + MGFTU","60","Dos Bocas + MXDBT","60"
"95161","9527037","CONTAINER","SGSIN > BRSPB","Sepetiba Bay + BRSPB&&>","100","Sepetiba + BRSEP&&>","80","Brisbane + name&&>","62","Brest + name&&>","60","Buras + name&&>","60"
"95177","9263332","CONTAINER","NZMAP","Marsden Point + NZMAP","100","Machilipatnam + INMAP","80","Napa Napa + name","67","Nampo + name","60","Zhapu + name","60"
"95179","9400083","CONTAINER","JPYOK","Yokohama + JPYOK","100","Kokura + JPKOK","80","Tokyo + JPTYO","80","Aokata + JPAOK","80","Yokkaichi - LNG + JPYKK","80"
"95204","9785407","DRY BULK","DERSK>ARPMY","Puerto Madryn + ARPMY&&>","100","Karmoy + name&&>","73","Gary + name&&>","67","Araya + name&&>","60","Barry + name&&>","60"
"95205","9629457","CONTAINER","BRRIG","Rio Grande + BRRIG","100","Itaguai + BRIGI","80","Burbridge + name","71","Bari + name","67","Riga + name","67"
"95218","9322097","TANKER","ESALG","Algeciras + ESALG","100","Alcudia + ESALD","80","Alicante + ESALC","80","Coruna + ESLCG","80","Malaga + ESAGP","80"
"95225","9724609","TANKER","MXCOA","Coatzacoalcos + MXCOA","100","Cayo Arcas + MXCAT","80","Acapulco + MXACA","80","Moa + name","75","Moma + name","67"
"95231","6925173","DRY","TTCLAXBAY TO SRPBM","Paramaribo + SRPBM","100","Torbay Harbour + name","50","Tallaboa Bay + name","47","Rio Tuba + name","46","Surabaya + name","46"
"95244","9224673","DRY","NLDOR>TRNEM","Nemrut Limani + TRNEM&&>","100","Gemlik + TRGEM&&>","80","Inebolu + TRINE&&>","80","Trondheim + name&&>","71","Tema + name&&>","67"
"95247","9621601","TANKER","CNDAG","DALIAN + CNDAG","100","Anqing + CNAQG","80","Shuidong + CNSDG","80","Dandong + CNDDG","80","Dafeng + CNDFG","80"
"95268","9783019","TANKER","USNDX>ITTRS","Trieste + ITTRS&&>","100","Taranto + ITTAR&&>","80","Trapani + ITTPS&&>","80","Termini Imerese + ITTRI&&>","80","Whittier + name&&>","62"
"95275","9301275","CONTAINER","VNDAD","Da Nang + VNDAD","100","Go Dau + VNGDA","80","Dong Nai + VNDNA","80","Avondale + name","62","Revdanda + name","62"
"95289","9217034","CONTAINER","INIXY","Kandla + INIXY","100","Port Blair + INIXZ","80","Minicoy + name","67","Xinyu + name","60","Krishnapatnam + INKRI","60"
"95293","9325087","DRY","JPAXT","Akita + JPAXT","100","Atsumi + JPATM","80","Matsushima + JPMAT","80","Yatsushiro + JPYAT","80","Paita + name","60"
"95303","9222118","CONTAINER","GTTGZ>PABLB","Balboa + PABLB&&>","100","Palu + name&&>","67","Pagbilao + name&&>","62","Kabil + name&&>","60","Palma + name&&>","60"
"95325","9466582","TANKER","UYLAP>USLGB","Long Beach + USLGB&&>","100","Dillingham + USDLG&&>","80","Wilmington, Delaware, U.S.A. + USILG&&>","80","Albany, New York, U.S.A. + USALB&&>","80","Longview + USLOG&&>","80"
"95334","9297840","CONTAINER","EGPSD","Port Said + EGPSD","100","Egersund + name","62","Alcudia + ESALD","60","Karlstad + SEKSD","60","Safaga + EGSGA","60"
"95336","9502972","CONTAINER","CNXMN","Xiamen + CNXMN","100","Jiangmen + CNJMN","80","Mawan + CNMWN","80","HUMEN + CNHMN","80","Xinsha + CNXNA","80"
"95344","9413559","TANKER","RUMMK","Murmansk + RUMMK","100","Truk + name","67","Umm Qasr + name","62","Rauma + name","60","Rumoi + name","60"
"95353","9368326","DRY BULK","DEEME","Emden + DEEME","100","Meulaboh + 	IDME","67","Belem + name","60","Emden + name","60","Escee + name","60"
"95363","9110365","DRY","RUKZP","Kavkaz + RUKZP","100","Kozmino + RUKZM","80","Truk + name","67","Primorsk + RUPRI","60","Korsakov + RUKOR","60"
"95369","9257993","TANKER","RUKZM>CNLKU","Longkou + CNLKU&&>","100","Luanjiakou + CNLJK&&>","80","Huizhou + CNHUI&&>","60","Lanshan + CNLSN&&>","60","Shekou + CNSHK&&>","60"
"95411","9408877","CONTAINER","USNYC > USBOS","Boston, Massachusetts, U.S.A. + USBOS&&>","100","Brownsville + USBRO&&>","80","Ostrica + USOST&&>","80","Anacortes + USOTS&&>","80","Oswego + USOSW&&>","80"
"95416","9746267","TANKER","MXTAM","Tampico + MXTAM","100","Altamira, Mexico + MXATM","80","Batam + name","60","Malmo + name","60","Manta + name","60"
"95418","9578969","DRY BULK","ITGOA","Genoa - Avamporto + ITGOA","100","Gela + ITGEA","80","Gaeta + ITGAE","80","Torre Annunziata + ITTOA","80","Itaguai + name","67"
"95444","9713351","CONTAINER","HKHKG OPL","Hong Kong + HKHKG","100","Tolo Harbour + HKTOL","57","Kolding + DKKOL","57","Sihanoukville + KHKOS","57","Kholmsk + name","50"
"95451","9245225","CONTAINER","MYLBU","Labuan + MYLBU","100","Lutong + MYLUT","80","Lahad Datu + MYLDU","80","Lumut, Malaya, Malaysia + MYLUM","80","Milbuk + name","73"
"95452","9492696","CONTAINER","HKHKG","Hong Kong + HKHKG","100","Hungnam + KPHGM","60","Khanom + THKHA","60","Koge + DKKOG","60","Kharg Island + IRKHK","60"
"95525","9195755","DRY BULK","NLAMS","Amsterdam + NLAMS","100","Maassluis + NLMSL","80","Namsos + name","73","Lamlash + name","67","Palamos + name","67"
"95528","9405552","TANKER","ECESM","Esmeraldas + ECESM","100","Pecem + name","80","Sillamae + EESLM","80","Belem + name","60","Escee + name","60"
"95536","9013024","DRY BULK","MTMLA","Malta (Grand Harbour) + MTMLA","100","Marsaxlokk + MTMAR","80","Moma + name","67","Tela + name","67","Tema + name","67"
"95558","9131199","TANKER","PLGDN","Gdansk + PLGDN","100","Gdynia + PLGDY","80","Dundee + GBDUN","60","Sidon + LBSDN","60","Anewa Bay; Bougainville Island + PGANB","60"
"95566","9201956","DRY BULK","GBLDY","Londonderry + GBLDY","100","Blyth + GBBLY","80","Holyhead + GBHLY","80","Plymouth, U.K. + GBPLY","80","Blyth + name","60"
"95576","9402744","DRY BULK","SVAQJ","Acajutla + SVAQJ","100","Vaja + SEVAJ","80","Suva + name","67","Vaja + name","67","Saijo + name","60"
"95583","9603221","CONTAINER","BRMAO>BRPEC","Pecem + BRPEC&&>","100","Recife + BRREC&&>","80","Brake + name&&>","60","Brest + name&&>","60","Burea + name&&>","60"
"95641","9588366","DRY","DZALG","Algiers + DZALG","100","Alang + name","60","East London + ZAELS","60","Arzew + DZAZW","60","La Plata + ARLPG","60"
"95643","9619476","CONTAINER","UYMVD","Montevideo + UYMVD","100","Avondale + USAVD","60","Punta Del Este + UYPDP","60","Sydney, N.S.W., Australia + AUSYD","60","Ama + USAMD","60"
"95653","9436692","TANKER","FRLAV","Lavera + FRLAV","100","Le Verdon + FRLVE","80","Lavrion + GRLAV","80","Levuka + FJLEV","60","Boulogne-sur-Mer + FRBOL","60"
"95663","7911492","DRY BULK","ROCND","Constantza + ROCND","100","Moron + name","60","Onoda + name","60","Prony + name","60","Rodby + name","60"
"95688","9621297","DRY BULK","JPNSR","Noshiro + JPNSR","100","Naoshima + JPNAS","80","Nagasaki + JPNGS","80","Innoshima + JPINS","80","Hososhima + JPHSM","60"
"95701","9377729","DRY BULK","IDGRE","Gresik + IDGRE","100","Grenaa + DKGRE","80","Gebe Island + IDGEB","80","Red Dog + name","67","Meulaboh + 	IDME","67"
"95706","9839727","TANKER","JPKIJ","Niigata-Nishi + JPKIJ","100","Kagoshima + JPKOJ","80","Hiroshima + JPHIJ","80","Fukui + JPFKJ","80","Kiire + JPKII","80"
"95708","9463578","DRY BULK","GBHRW","Harwich + GBHRW","100","Hartlepool + GBHTP","60","Runcorn + GBRUN","60","Torbay Harbour + GBTOR","60","Jarrow - Shell UK Berth + GBJAR","60"
"95736","9316244","TANKER","COCVE","Covenas + COCVE","100","Cienaga + COCIE","80","Covenas + name","67","Gove + name","67","Crockett + name","62"
"95738","9397585","CONTAINER","MYPKG","Port Klang - Pelabuhan Ultra - North Port + MYPKG","100","Pengerang + MYPGG","80","Pasir Gudang + MYPGU","80","Tanjung Manis + MYTMP","60","Yangpu + CNYPG","60"
"95752","9487744","TANKER","ITLIV","Livorno + ITLIV","100","Dili + name","67","Silivri + name","67","Haili + name","60","Tivat + name","60"
"95802","9657038","TANKER","ECLLD","La Libertad, Ecuador + ECLLD","100","Callao + PECLL","80","Caldera, Chile + CLCLD","80","Collo + name","60","Alcudia + ESALD","60"
"95807","9572745","TANKER","USHOU","Houston + USHOU","100","Homer + USHOM","80","Fuzhou + name","73","Huzhou + name","73","Shekou + name","73"
"95814","9632129","CONTAINER","SEGOT>>DKAAR","Aarhus + DKAAR&&>","100","Dakar + name&&>","80","Aabenraa + DKAAB&&>","80","Aalborg + DKAAL&&>","80","Kalmar + name&&>","73"
"95847","9502910","CONTAINER","KRPUS","Busan + KRPUS","100","Ulsan + KRUSN","80","Pusan + name","60","Kristinestad + FIKRS","60","Ponce + PRPSE","60"
"95853","9142564","DRY BULK","RUMMK","Murmansk + RUMMK","100","Truk + name","67","Umm Qasr + name","62","Rauma + name","60","Rumoi + name","60"
"95895","9631955","CONTAINER","CNNGB","Ningbo + CNNGB","100","Nantong + CNNTG","80","Nanjing + CNNJG","80","Ningbo + CNNBO","80","Ningbo + name","73"
"95898","9482586","TANKER","INBOM","Bombay + INBOM","100","Ningbo + name","73","Inebolu + name","67","Nome + name","67","Inkoo + name","60"
"95936","9428982","TANKER","KRTSN","Daesan + KRTSN","100","Taean + KRTAN","80","Ulsan + KRUSN","80","Karatsu + name","67","Kherson + name","67"
"95938","9656541","DRY BULK","GBLON","London + GBLON","100","Gloucester + GBGLO","80","Lowestoft + GBLOW","80","Montrose, U.K. + GBMON","80","Bonny + NGBON","80"
"95954","9464546","DRY","CNZJG","Zhangjiagang + CNZJG","100","Fuzhou + CNFZG","80","Guangzhou + CNGZG","80","Nanjing + CNNJG","80","Caojing + CNCJG","80"
"95963","9753686","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"95985","9728473","DRY","MACAS","Casablanca + MACAS","100","MACAO + name","80","Acapulco + MXACA","80","Macapa + name","73","Mackay + name","73"
"96005","9147215","CONTAINER","TRTEK","Tekirdag + TRTEK","100","Ternate + name","67","Trieste + name","67","Truk + name","67","Erdek + name","60"
"96012","9798404","DRY BULK","USBAL","Baltimore - Locust Point, Maryland, U.S.A. + USBAL","100","Bellingham + USBLI","80","Albany, New York, U.S.A. + USALB","80","Alliance + USAL3","80","Belair + USBLB","80"
"96029","9301562","CONTAINER","MAPTM","Tanger Med + MAPTM","100","Altamira, Mexico + MXATM","80","Tanger-Mediterranee + MA PT","80","Maputo + name","73","Mati + name","67"
"96036","9412086","TANKER","SARTA","Ras Tanura + SARTA","100","Rabigh + SARAB","80","Ras Al-Khafji + SARAR","80","Ras Al Khair + SARAZ","80","Ras Al Mishab + SARAM","80"
"96045","9246322","CONTAINER","SDPZU","Port Sudan + SDPZU","100","Paulsboro + USPAU","60","Pomalaa + IDPUM","60","Kisarazu + JPKZU","60","Pulau Bukom + SGPUB","60"
"96055","9106974","DRY BULK","MASFI","Safi + MASFI","100","Mati + name","67","Safi + name","67","Kamaishi + name","62","Masinloc + name","62"
"96085","9320398","CONTAINER","ILHFA > ILHFA ANCHOR","Haifa + ILHFA&&>","100","Anchorage + name&&>","67","Tioman Anchorage + name&&>","64","Nanchital + name&&>","57","Port Vila + name&&>","57"
"96089","9489027","TANKER","EEPLA","Paldiski South Harbour + EEPLA","100","Palua + VEPLA","80","Gela + name","67","Pula + name","67","Tela + name","67"
"96090","9299501","CONTAINER","NOOSL","Oslo + NOOSL","100","Slemmestad + NOSLM","80","Namsos + NOOSY","80","Tromso + NOTOS","80","Sola + NOSLA","80"
"96109","9356907","DRY BULK","TLDIL>AUDRW","Darwin, N.T., Australia + AUDRW&&>","100","Derby + AUDRB&&>","80","Arzew + name&&>","60","Nador + name&&>","60","Nauru + name&&>","60"
"96134","9585546","DRY","MANDR","Nador + MANDR","100","Madura + name","73","Manado + name","73","Mandal + name","73","Mandvi + name","73"
"96152","9433262","DRY BULK","CNZHE","Zhenjiang + CNZHE","100","Zhanjiang (formerly Tsamkong) + CNZHA","80","Zhuhai + CNZUH","80","Yangzhou + CNYZH","80","Qinzhou + CNQZH","80"
"96176","9297371","TANKER","AUKWI","Kwinana (Refinery) + AUKWI","100","Weipa + AUWEI","80","KOOLAN ISLAND + AUKOI","80","Lawi Lawi + name","67","Tawi Tawi + name","67"
