"id","imo","sector","destination","top1","score1","top2","score2","top3","score3","top4","score4","top5","score5"
"110953","9305178","TANKER","CABEC","Becancour + CABEC","100","Baie Comeau + CABCO","80","Come-By-Chance + CACBC","80","Richmond (Ca) + CARBC","80","Belledune + CABEL","80"
"110958","9465514","DRY BULK","ITLIV-ITCTA","Livorno + ITLIV","100","Catania + ITCTA","100","Caleta Olivia + name","58","Aitutaki Is. + name","55","Itacoatiara + name","55"
"110991","9550254","DRY","EGDAM","Damietta + EGDAM","100","Coega + name","60","Gamba + name","60","Onega + name","60","Domsjo + SEDOM","60"
"110995","9253179","CONTAINER","VNHPH","Haiphong + VNHPH","100","Van Phong Bay + VNVPH","80","Cam Pha + VNCPH","80","Phu My + VNPHU","80","Qui Nhon + VNUIH","60"
"111016","9439204","TANKER","USCPR>MXCAT","Cayo Arcas + MXCAT&&>","100","Coatzacoalcos + MXCOA&&>","80","Altamira, Mexico + MXATM&&>","80","Acapulco + MXACA&&>","80","Muscat + name&&>","73"
"111023","9126900","DRY BULK","NLDOR","Dordrecht + NLDOR","100","Nador + name","80","Den Helder + NLDHR","80","Dora + name","67","Guldborg + name","62"
"111080","9312509","TANKER","SAYNB","Yanbu + SAYNB","100","Istanbul + name","62","Akyab + name","60","Assab + name","60","Busan + name","60"
"111085","9532202","DRY","BRSSZ>ARROS","Rosario, Argentina + ARROS&&>","100","Puerto Rosales + ARPRS&&>","80","Puerto Rocca + ARROC&&>","80","Darrow + name&&>","73","Faro + name&&>","67"
"111086","9410076","DRY BULK","IDAMA","Amamapare + IDAMA","100","Ambon + IDAMQ","80","Asam Asam + IDIAM","80","Makassar + IDMAK","80","Ama + name","75"
"111087","9356311","CONTAINER","COCTG>>JMKIN","Kingston, Jamaica + JMKIN&&>","100","Minamata + JPMIN&&>","80","Kin Wan (Okinawa) + JPKIN&&>","80","Ijmuiden + name&&>","62","Mackinaw + name&&>","62"
"111093","9453262","DRY","CNZOS SHIPYARD ANCHO","Zhoushan + CNZOS","100","Cabo San Antonio, Spain + name","52","San Antonio (Usa) + name","51","Huo Shao Dao + name","50","Port Antonio + name","50"
"111103","9559638","DRY BULK","ESVIL","Villagarcia de Arosa + ESVIL","100","Valencia + ESVLC","80","Essvik + name","73","Westville + name","71","Seville + name","67"
"111112","9350642","TANKER","USSRP","Searsport + USSRP","100","Corpus Christi + USCRP","80","St Rose + USSRE","80","South Riding Point + BSSRP","80","San Pedro Calif + USSPQ","80"
"111127","9435521","CONTAINER","JMKIN","Kingston, Jamaica + JMKIN","100","Minamata + JPMIN","80","Kin Wan (Okinawa) + JPKIN","80","Ijmuiden + name","62","Mackinaw + name","62"
"111138","9481465","DRY","DKSKA","Skagen + DKSKA","100","Kiska + name","80","Kalundborg + DKKAL","80","Skaerbaek + DKSKB","80","Karskar + name","67"
"111145","9665695","CONTAINER","INNSA","Jawaharlal Nehru Port + INNSA","100","Nansha + CNNSA","80","Salaya + INSAL","80","Navlakhi + INNAV","80","Nansha + name","73"
"111207","9313462","TANKER","PRGUY","Guayanilla + PRGUY","100","Tallaboa Bay + 	PRGU","89","Guanica + PRGUX","80","Portbury + name","62","Parnu + name","60"
"111208","9290567","CONTAINER","KRPUS","Busan + KRPUS","100","Ulsan + KRUSN","80","Pusan + name","60","Kristinestad + FIKRS","60","Ponce + PRPSE","60"
"111259","9722687","CONTAINER","CNZOS","Zhoushan + CNZOS","100","Laizhou + CNLZO","80","Foshan + CNFOS","80","Zhongshan + CNZSN","80","Taizhou + CNTZO","80"
"111265","9409194","CONTAINER","INNSA","Jawaharlal Nehru Port + INNSA","100","Nansha + CNNSA","80","Salaya + INSAL","80","Navlakhi + INNAV","80","Nansha + name","73"
"111269","9299707","TANKER","USPOA","Port Arthur, Texas, U.S.A. + USPOA","100","Paulsboro + USPAU","80","Freeport, Texas, U.S.A. + USFPO","80","Perth Amboy + USPAY","80","Port Neches + USPON","80"
"111271","9430064","CONTAINER","TTPTS","Point Lisas + TTPTS","100","Point Fortin + TTPTF","80","Galeota Point + TTPTG","80","Port of Spain + TTPOS","80","Trapani + ITTPS","80"
"111283","9637260","CONTAINER","CNNGB>TWKHH","Kaohsiung + TWKHH&&>","100","Hualien + TWHUN&&>","60","Khanom + THKHA&&>","60","Phnom Penh + KHPNH&&>","60","Sha Lung + TWSHL&&>","60"
"111300","9438523","CONTAINER","CNYTN>CNZOS","Zhoushan + CNZOS&&>","100","Laizhou + CNLZO&&>","80","Foshan + CNFOS&&>","80","Zhongshan + CNZSN&&>","80","Taizhou + CNTZO&&>","80"
"111336","9292216","TANKER","SAJUB>AEFJR","Fujairah + AEFJR&&>","100","Sandefjord + name&&>","67","ANYER + name&&>","60","Dahej + name&&>","60","Haeju + name&&>","60"
"111339","9295218","CONTAINER","USLAX","Los Angeles + USLAX","100","Jacksonville + USJAX","80","Barbers Point + USNAX","80","Ashland + USASX","80","Port Of South Louisiana + USLUA","80"
"111342","9423592","DRY","IDTAB","Taboneo Anchorage + IDTAB","100","Karimun + IDTJB","80","Tanjung Bara + IDTBA","80","Kabil + IDKAB","80","Adang Bay  + IDADB","80"
"111356","9775385","DRY","GNKMR","Kamsar + GNKMR","100","Krishnapatnam + INKRI","60","Karwar - North Port + INKRW","60","Conakry + GNCKY","60","Karmoy + NOKMY","60"
"111366","9398527","DRY BULK","ESALC","Alicante + ESALC","100","Alcudia + ESALD","80","Coruna + ESLCG","80","Algeciras + ESALG","80","Alcanar + ESACA","80"
"111371","9426867","DRY","HNPCR","Puerto Cortes + HNPCR","100","Puerto Castilla + HNPCA","80","Pitcairn Island + PNPCN","60","Pernis + NLPER","60","Porsgrunn + NOPOR","60"
"111373","9229972","DRY","CACOC","Contrecoeur + CACOC","100","Baie Comeau + CABCO","80","Ioco + CAIOC","80","Come-By-Chance + CACBC","80","Caucedo + name","67"
"111385","9208459","CONTAINER","RUVVO","Vladivostok + RUVVO","100","Moskalvo + RUMVO","80","Rugao + name","60","Rumoi + name","60","Korsakov + RUKOR","60"
"111414","9258985","DRY BULK","PRSJU","San Juan, Puerto Rico (U.S.A.) + PRSJU","100","Tallaboa Bay + 	PRGU","67","Supe Bay + 	PESU","67","Parnu + name","60","Plaju + name","60"
"111417","9403619","CONTAINER","ZADUR","Durban + ZADUR","100","Zadar + name","80","Madura + name","73","Nador + name","60","Nauru + name","60"
"111420","9509346","OSV","ITPMA","Porto Marghera + ITPMA","100","Porto Empedocle + ITPEM","80","Palermo + ITPMO","80","Santa Panagia + ITSPA","80","Bima + name","67"
"111433","9459072","TANKER","SGSIN","Singapore + SGSIN","100","Bassein + name","67","Messina + name","67","Shengjin + name","62","Stugsund + name","62"
"111451","9311880","CONTAINER","CMDLA","Douala + CMDLA","100","Magdalla + name","62","Icdas + name","60","Midia + name","60","Mamonal + COMAM","60"
"111454","9088237","DRY BULK","SA JED>TWTXG","Taichung + TWTXG&&>","100","Taipei + TWTPE&&>","60","Galeota Point + TTPTG&&>","60","Trabzon + TRTZX&&>","60","Tanga + TZTGT&&>","60"
"111471","9458078","CONTAINER","MYTPP>LKCMB","Colombo + LKCMB&&>","100","Kimbe + name&&>","60","Limbe + name&&>","60","Kribi + CMKBI&&>","60","Mombasa + KEMBA&&>","60"
"111474","9261827","CONTAINER","PKBQM","Port Muhammad Bin Qasim + PKBQM","100","Aguadilla + PRBQN","60","Kimitsu + JPKMT","60","Komatsushima + JPKOM","60","Bahia Las Minas + PAPBM","60"
"111478","9737577","TANKER","ESCEU","Ceuta + ESCEU","100","Escee + name","80","Castro-Urdiales + ESCUR","80","Cebu + name","67","Supe Bay + 	PESU","67"
"111483","9324069","DRY","USKAM>IDGRE","Gresik + IDGRE&&>","100","Grenaa + DKGRE&&>","80","Gebe Island + IDGEB&&>","80","Red Dog + name&&>","67","Meulaboh + 	IDME&&>","67"
"111487","9400849","TANKER","DKGFH","Gulfhavn + DKGFH","100","Frederikshavn + DKFDH","80","Dighi + name","60","Horsens + DKHOR","60","Helsingor + DKHLS","60"
"111516","9451769","DRY BULK","SG PEBGC>>INMUN","Mundra + INMUN&&>","100","Karimun + name&&>","67","Chin Men + name&&>","62","Ijmuiden + name&&>","62","Jiangmen + name&&>","62"
"111519","9701243","DRY","GIGIB","Gibraltar + GIGIB","100","Dighi + name","60","Limetree Bay + VILIB","60","Invergordon + GBIVG","60","Gioia Tauro + ITGIT","60"
"111534","9386471","CONTAINER","BEANR","Antwerp + BEANR","100","Bar + name","75","Belair + name","73","Becancour + name","71","Bremanger + name","71"
"111557","9358022","DRY BULK","CNTXG","Tianjin Xingang + CNTXG","100","Nantong + CNNTG","80","Shantou + CNSTG","80","Taixing + CNTAX","80","JINGTANG + CNJTG","80"
"111567","9086796","CONTAINER","ISREY","Reykjavik + ISREY","100","Mistley + name","67","Gisborne + name","62","Kiire + name","60","Risor + name","60"
"111593","9592680","TANKER","MZBEW","Beira + MZBEW","100","Ambes + name","60","Arzew + name","60","Kimbe + name","60","Limbe + name","60"
"111600","9624122","DRY BULK","CAPCA>>FRDKK","Dunkirk, France + FRDKK&&>","100","Erdek + name&&>","60","Frederiksted + VIFRD&&>","60","De Kastri + RUDKA&&>","60","Okkye + KROKK&&>","60"
"111603","9006265","DRY BULK","CYLMS","Limassol + CYLMS","100","Coeymans + name","62","Limas + name","60","Lanshan + CNLSN","60","Catia La Mar + VECLM","60"
"111610","9797917","CONTAINER","BEANR","Antwerp + BEANR","100","Bar + name","75","Belair + name","73","Becancour + name","71","Bremanger + name","71"
"111613","9166510","DRY BULK","ILHFA","Haifa + ILHFA","100","Hadera + ILHAD","80","Eilat + name","60","Haifa + name","60","Eilat + ILETH","60"
"111616","9224324","CONTAINER","IDSUB","Surabaya + IDSUB","100","Dublin + IEDUB","80","Sabang + IDSBG","80","Muara Berau Anchorage + IDMUB","80","Satui + IDSTU","80"
"111656","9726592","TANKER","RUPRI","Primorsk + RUPRI","100","Pori + name","67","Prai + name","67","Bouri + name","60","Praia + name","60"
"111659","9305013","CONTAINER","KRUSN","Ulsan + KRUSN","100","Daesan + KRTSN","80","Busan + KRPUS","80","Borusan + name","67","Karimun + name","67"
"111679","9472024","DRY BULK","NLEEM","Eemshaven + NLEEM","100","Salem (Nj) + name","62","Belem + name","60","Oleum + name","60","Pecem + name","60"
"111688","9367188","CONTAINER","MTMAR=>LBBEY","Beirut + LBBEY&&>","100","Limbe + name&&>","60","Selby + name&&>","60","Belem + BRBEL&&>","60","Jieh Port + LBJIE&&>","60"
"111697","9675406","TANKER","BRSSZ","Santos + BRSSZ","100","Sao Francisco do Sul + BRSFS","80","Sao Sebastiao + BRSSO","80","Salvador + BRSSA","80","Sao Luiz De Maranhao + BRSLZ","80"
"111724","9702417","DRY BULK","SGSIN PEBGB","Singapore + SGSIN","100","Bassein + name","56","Messina + name","56","Nossi-Be + name","53","St Petersburg, Russia + name","52"
"111748","9250397","DRY BULK","ESBCN","Barcelona, Spain + ESBCN","100","Corcubion + ESCCN","80","Escee + name","60","Banias + SYBAN","60","Punta Cardon + VEPCN","60"
"111765","9744128","TANKER","CIABJ","Abidjan + CIABJ","100","Chiba + name","60","Cinta + name","60","Bayside + CABAY","60","Baie Comeau + CABCO","60"
"111783","9733703","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"111785","9448425","DRY BULK","USJAX","Jacksonville + USJAX","100","Los Angeles + USLAX","80","Barbers Point + USNAX","80","Ashland + USASX","80","Johnston Island Harbor + USJOA","80"
"111786","9652272","TANKER","JPMOJ MZ01C","Moji + JPMOJ","100","Komatsushima + JPKOM","50","Kagoshima + JPKOJ","50","Ocho Rios + JMOCJ","50","Aomori + JPAOJ","50"
"111842","8920268","DRY BULK","ESPAS","Pasajes + ESPAS","100","Aviles + ESAVS","80","Puerto De Santa Maria + ESPSM","80","San Sebastian + ESEAS","80","Palamos + ESPAL","80"
"111863","9359674","CONTAINER","AUBTB>>AUBNE","Brisbane + AUBNE&&>","100","Northern Endeavour + AUNTE&&>","80","Bell Bay + AUBEL&&>","80","Broome + AUBME&&>","80","Ube + name&&>","75"
"111865","9419553","TANKER","BRSSA FOR ORDERS","Salvador + BRSSA","100","Corner Brook + name","57","Boca Grande, Florida, U.S.A. + name","54","Brofjorden + name","54","Angra dos Reis + name","53"
"111878","9225665","CONTAINER","USMOB","Mobile + USMOB","100","Coos Bay + USCOB","80","Morgan City + USLMO","80","Husum + name","60","Rumoi + name","60"
"111934","9603518","DRY BULK","AUNTL","Newcastle + AUNTL","100","Northern Endeavour + AUNTE","80","Port Alma + AUPTL","80","Antalya + name","67","Antilla + name","67"
"111936","9215878","CONTAINER","ECPBO > PABLB","Balboa + PABLB&&>","100","Palu + name&&>","67","Pagbilao + name&&>","62","Kabil + name&&>","60","Palma + name&&>","60"
"111939","9679892","CONTAINER","SUEZ CANAL EGSUZ","Suez Port + EGSUZ","100","Suez Bay + name","67","Suez Port + name","62","Pangkalan Susu + name","60","Panama Canal + name","59"
"111948","9353280","CONTAINER","IDJKT<=>IDSUB","Surabaya + IDSUB&&>","100","Dublin + IEDUB&&>","80","Sabang + IDSBG&&>","80","Muara Berau Anchorage + IDMUB&&>","80","Satui + IDSTU&&>","80"
"111961","9345984","CONTAINER","SDPZU","Port Sudan + SDPZU","100","Paulsboro + USPAU","60","Pomalaa + IDPUM","60","Kisarazu + JPKZU","60","Pulau Bukom + SGPUB","60"
"111963","9459046","TANKER","SARTA","Ras Tanura + SARTA","100","Rabigh + SARAB","80","Ras Al-Khafji + SARAR","80","Ras Al Khair + SARAZ","80","Ras Al Mishab + SARAM","80"
"111984","9227778","CONTAINER","PKKHI>>INMUN","Mundra + INMUN&&>","100","Karimun + name&&>","67","Chin Men + name&&>","62","Ijmuiden + name&&>","62","Jiangmen + name&&>","62"
"111987","9383297","CONTAINER","DOHAI","Rio Haina + DOHAI","100","Doha + name","89","Dong Hai + name","77","Donghae + name","67","Dora + name","67"
"111999","9719628","OSV","RUPRI","Primorsk + RUPRI","100","Pori + name","67","Prai + name","67","Bouri + name","60","Praia + name","60"
"112033","8914128","DRY BULK","CYVAS","Vassiliko Bay + CYVAS","100","Covenas + name","67","Coeymans + name","62","Icdas + name","60","Vaasa + name","60"
"112048","9397640","DRY BULK","ESSVQ     <","Seville + ESSVQ","100","Essvik + name","73","Skutskar + SESSR","60","Aviles + ESAVS","60","Vigo + ESVGO","60"
"112050","9215323","CONTAINER","QADOH","Doha + QADOH","100","Doha + name","67","Gando + name","60","Nador + name","60","Vadso + name","60"
"112060","9468528","TANKER","BEANR","Antwerp + BEANR","100","Bar + name","75","Belair + name","73","Becancour + name","71","Bremanger + name","71"
"112066","9113721","CONTAINER","NLVLI","Flushing + NLVLI","100","Velsen + NLVEL","80","Vlaardingen + NLVLA","80","Navlakhi + name","62","Riga + LVRIX","60"
"112077","9595137","TANKER","NLAMS","Amsterdam + NLAMS","100","Maassluis + NLMSL","80","Namsos + name","73","Lamlash + name","67","Palamos + name","67"
"112086","9685085","DRY BULK","DZORN","Oran + DZORN","100","Dora + name","67","Oran + name","67","Derna + name","60","Moron + name","60"
"112087","9417244","CONTAINER","LKCMB","Colombo + LKCMB","100","Kimbe + name","60","Limbe + name","60","Kribi + CMKBI","60","Mombasa + KEMBA","60"
"112098","9313735","DRY BULK","NOMJF","Mosjoen + NOMJF","100","Nome + name","67","Aaheim m + NOAHM","60","Mongstad + NOMON","60","Fagerstrand + NOFAX","60"
"112146","9658903","DRY","CASEI ANCH","Seven Islands + CASEI","100","Anchorage + name","63","Manchester + name","60","Cabo Blanco + name","57","Manicani + name","56"
"112174","9306835","CONTAINER","DEBRV","Bremerhaven + DEBRV","100","Brunsbuttel + DEBRB","80","Bremen + DEBRE","80","Travemunde + DETRV","80","Derby + name","60"
"112193","9364007","DRY BULK","RUYEY","Yeysk + RUYEY","100","OKTYABRSK + RUOYE","80","Rouen + name","60","Yeysk + name","60","Nevelsk + RUNEV","60"
"112195","9210012","DRY BULK","GBTEE","Teesport + GBTEE","100","Gee + name","75","Stornoway + 	GBST","67","Belem + name","60","Gabes + name","60"
"112213","9175614","CONTAINER","BDCGP","Chittagong + BDCGP","100","Budge Budge + name","60","Mongla + BDMGL","60","Cilacap + IDCXP","60","Copenhagen + DKCPH","60"
"112241","9358670","TANKER","XZSUE>ITPMA","Porto Marghera + ITPMA&&>","100","Porto Empedocle + ITPEM&&>","80","Palermo + ITPMO&&>","80","Santa Panagia + ITSPA&&>","80","Bima + name&&>","67"
"112245","9105841","DRY BULK","GBNPT","Newport, Wales, U.K. + GBNPT","100","Purfleet + GBPFT","80","Finnart + GBFNT","80","Hound Point + GBHPT","80","Port Talbot + GBPTB","80"
"112274","9360441","TANKER","USILM","Wilmington, North Carolina, U.S.A. + USILM","100","Wilmington, Delaware, U.S.A. + USILG","80","Salem + USSLM","80","Port Angeles + USCLM","80","Morgan City + USLMO","80"
"112284","9409522","TANKER","RUTAM","Taman + RUTAM","100","Tuapse + RUTUA","80","Taganrog + RUTAG","80","Temryuk + RUTMR","80","Amderma + RUAMV","80"
"112292","9071650","DRY BULK","TRERE","Karadeniz Eregli + TRERE","100","Mersin + TRMER","80","Port Reunion + REREU","80","Tranmere + name","77","Revere + name","73"
"112300","9173692","DRY BULK","FIKOK","Yxpila + FIKOK","100","Kotka + FIKTK","80","Hanko + FIHKO","80","Koko + name","67","Inkoo + name","60"
"112308","9779848","TANKER","EGAIS","Ain Sukhna + EGAIS","100","Degi + name","67","Galisby + name","67","Legazpi + name","67","Negishi + name","67"
"112310","9138393","DRY BULK","SEWAL>BEANR","Antwerp + BEANR&&>","100","Bar + name&&>","75","Belair + name&&>","73","Becancour + name&&>","71","Bremanger + name&&>","71"
"112311","9508304","DRY BULK","DERSK","Rostock + DERSK","100","Randers + name","67","Derby + name","60","Derna + name","60","Erdek + name","60"
"112317","9785689","TANKER","KRYOS","Yosu + KRYOS","100","Kos + name","75","Yosu + name","67","Kramfors + name","62","Grays + name","60"
"112351","9520388","DRY BULK","HRSPU","Split + HRSPU","100","Pula + HRPUY","80","Husum + name","60","Zhapu + name","60","Sibenik + HRSIB","60"
"112392","9473119","TANKER","SEPIT","Pitea + SEPIT","100","Split + name","80","Sampit + name","73","Nasipit + name","67","Sete + name","67"
"112394","9163647","DRY BULK","FIVAA","Vaasa + FIVAA","100","Vaja + name","67","Kivalina + name","62","Fatsa + name","60","Tivat + name","60"
"112396","9284025","TANKER","TRALI > TRDYL","Dortyol + TRDYL&&>","100","Diliskelesi + TRDIL&&>","80","Yalova + TRYAL&&>","80","Rodby + name&&>","60","Rayong + THRYG&&>","60"
"112458","9344409","DRY BULK","DEBKE","Brake + DEBKE","100","Kiel + DEKEL","80","Bremen + DEBRE","80","Dhekelia + name","62","Brake + name","60"
"112508","9574169","DRY","ILHFA","Haifa + ILHFA","100","Hadera + ILHAD","80","Eilat + name","60","Haifa + name","60","Eilat + ILETH","60"
"112515","8916499","TANKER","MASFI","Safi + MASFI","100","Mati + name","67","Safi + name","67","Kamaishi + name","62","Masinloc + name","62"
"112517","9223904","DRY BULK","CAHAL>>>ESBIO","Bilbao + ESBIO&&>","100","Saigo + name&&>","60","Saijo + name&&>","60","Sidon + name&&>","60","Tebig + name&&>","60"
"112560","9403011","CONTAINER","MYPEN","Penang + MYPEN","100","Emden + name","60","HUMEN + name","60","Kemen + name","60","Penco + name","60"
"112569","9577317","DRY","JPKWS","Kawasaki + JPKWS","100","Ishikawa + JPIKW","80","Port Kaiser + JMPKS","80","Kanokawa + JPKKW","80","Kamaishi + JPKIS","80"
"112570","9295581","TANKER","FRLAV-DZAZW","Arzew + DZAZW","100","Lavera + FRLAV","100","Zawia + name","50","Zuara + name","50","Annaba + DZAAE","50"
"112585","9631967","CONTAINER","CNTAO","Qingdao (formerly Tsingtao) + CNTAO","100","TAICANG + 	CNTA","89","Cinta + name","80","Taixing + CNTAX","80","Taizhou + CNTZO","80"
"112590","9820245","CONTAINER","MYPKG","Port Klang - Pelabuhan Ultra - North Port + MYPKG","100","Pengerang + MYPGG","80","Pasir Gudang + MYPGU","80","Tanjung Manis + MYTMP","60","Yangpu + CNYPG","60"
"112611","9649031","DRY","KEMBA","Mombasa + KEMBA","100","Pemba + name","80","Karumba + name","67","Kemaman + name","67","Kemi + name","67"
"112679","9292852","OSV","DKKAL","Kalundborg + DKKAL","100","Aalborg + DKAAL","80","Kolding + DKKOL","80","Skagen + DKSKA","80","Karaikal + name","62"
"112680","9301108","CONTAINER","BEANR","Antwerp + BEANR","100","Bar + name","75","Belair + name","73","Becancour + name","71","Bremanger + name","71"
"112706","9112870","TANKER","NLRTM FOR ORDERS","Rotterdam + NLRTM","100","Porto Torres + name","57","Port Rhoades + name","57","Tres Fronteras + name","53","Chornomorsk + name","52"
"112730","9387451","CONTAINER","COBAQ","Barranquilla + COBAQ","100","Cobh + name","67","Escobar + name","67","Toba + name","67","Tacloban + name","62"
"112731","9175236","TANKER","GWOXB>GNCKY","Conakry + GNCKY&&>","100","Greenock + name&&>","62","Gocek + name&&>","60","Prony Port + NCPNY&&>","60","Karmoy + NOKMY&&>","60"
"112732","9001057","CONTAINER","JPHKT WA","Hakata + JPHKT","100","Hakodate + JPHKD","62","Himekawa + JPHMK","62","Kakogawa + JPKGA","62","Kimitsu + JPKMT","62"
"112733","9339595","CONTAINER","DOCAU-GBLGP","Caucedo + DOCAU","100","Go Dau + name","59","Douglas + name","56","Chita - LNG + name","50","El Chaure + name","50"
"112745","9242699","DRY","CNLKU","Longkou + CNLKU","100","Luanjiakou + CNLJK","80","Huizhou + CNHUI","60","Lanshan + CNLSN","60","Shekou + CNSHK","60"
"112746","9457189","DRY BULK","GBKGH","Killingholme + GBKGH","100","Harwich + GBHRW","60","Hartlepool + GBHTP","60","Bata - Puerto Nuevo + GQBSG","60","Gloucester + GBGLO","60"
"112749","7364144","DRY","SESLI","Slite + SESLI","100","Almeria + ESLEI","80","Sundsvall + SESDL","80","Solvesborg + SESOL","80","Limhamn + SELIM","80"
"112778","9355185","DRY BULK","SGSIN VIA SUEZ CAN","Singapore + SGSIN","100","Suez Bay + name","67","Suez Port + name","62","Can Tho + name","60","La Spezia + name","52"
"112781","9699866","DRY BULK","VALLETTA(MTMLA)MALTA","Malta (Grand Harbour) + MTMLA","100","Santa Marta + name","52","Valetta + name","52","Caleta Clarencia + name","50","Catia La Mar + name","50"
"112791","9265598","CONTAINER","SYLTK","Lattakia + SYLTK","100","Sitka + name","60","Slite + name","60","Split + name","60","Yalta + name","60"
"112808","9260263","TANKER","MXATM","Altamira, Mexico + MXATM","100","Tanger Med + MAPTM","80","Cayo Arcas + MXCAT","80","Tampico + MXTAM","80","Mati + name","67"
"112817","9790098","CONTAINER","IDSUB > TWKHH","Kaohsiung + TWKHH&&>","100","Hualien + TWHUN&&>","60","Khanom + THKHA&&>","60","Phnom Penh + KHPNH&&>","60","Sha Lung + TWSHL&&>","60"
"112823","9360984","CONTAINER","IEDUB","Dublin + IEDUB","100","Surabaya + IDSUB","80","Muara Berau Anchorage + IDMUB","80","Idku + name","67","Dubai + name","60"
"112850","9565182","OSV","PLSWI","Swinoujscie + PLSWI","100","Ipswich + name","67","Lawi Lawi + name","67","Split + name","60","Lhokseumawe + IDLSW","60"
"112860","9075450","DRY BULK","ILHFA","Haifa + ILHFA","100","Hadera + ILHAD","80","Eilat + name","60","Haifa + name","60","Eilat + ILETH","60"
"112868","9352418","CONTAINER","IDSUB","Surabaya + IDSUB","100","Dublin + IEDUB","80","Sabang + IDSBG","80","Muara Berau Anchorage + IDMUB","80","Satui + IDSTU","80"
"112885","9458042","TANKER","NZMAP","Marsden Point + NZMAP","100","Machilipatnam + INMAP","80","Napa Napa + name","67","Nampo + name","60","Zhapu + name","60"
"112891","9332561","OSV","GRPIR","Piraeus + GRPIR","100","Prinos + GRPPI","80","Perama + GRPER","80","Agria + name","60","Risor + name","60"
"112896","9479022","DRY","DZORN","Oran + DZORN","100","Dora + name","67","Oran + name","67","Derna + name","60","Moron + name","60"
"112901","9711420","DRY","EGPSD","Port Said + EGPSD","100","Egersund + name","62","Alcudia + ESALD","60","Karlstad + SEKSD","60","Safaga + EGSGA","60"
"112919","9358498","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"112923","9205938","DRY","USCLE","Cleveland + USCLE","100","St James, Louisiana, U.S.A. + USCEN","80","Camden + USCDE","80","Chalmette + USCLQ","80","Port Angeles + USCLM","80"
"112931","9633953","CONTAINER","OMSLL","Salalah + OMSLL","100","Oslo + name","67","Marshall + name","62","Collo + name","60","Khoms + name","60"
"112945","9458951","DRY BULK","ITBRI>GRGPA","Patras + GRGPA&&>","100","Agria + GRAGA&&>","80","Riga + name&&>","67","Agria + name&&>","60","Grays + name&&>","60"
"112949","9247390","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"112955","9637507","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"112957","9806067","CONTAINER","SGSIN PWBGA","Singapore + SGSIN","100","Bassein + name","67","Spring Bay + name","57","Ba Ngoi + name","56","Bassens + name","56"
"113055","9368235","TANKER","NLRTM","Rotterdam + NLRTM","100","Pernis + NLPER","60","Botlek + NLBOT","60","Santarem + BRSTM","60","Tramandai + BRTRM","60"
"113061","9561485","CONTAINER","BJCOO>NGAPP","Apapa + NGAPP&&>","100","Naga + name&&>","67","Napa Napa + name&&>","67","Olongapo + name&&>","62","Apapa + name&&>","60"
"113066","9306706","DRY BULK","GRPIR RDS","Piraeus + GRPIR","100","Ras Gharib + name","63","Port Rhoades + name","57","Puerto Rosales + ARPRS","57","Ridham Dock + GBRID","57"
"113074","9603465","DRY","NLAMS","Amsterdam + NLAMS","100","Maassluis + NLMSL","80","Namsos + name","73","Lamlash + name","67","Palamos + name","67"
"113123","9229312","CONTAINER","PTSIE","Sines + PTSIE","100","Setubal + PTSET","80","Poti + name","67","Pitea + name","60","Sines + name","60"
"113130","9366512","CONTAINER","EGPSE>>>MTMAR","Marsaxlokk + MTMAR&&>","100","Malta (Grand Harbour) + MTMLA&&>","80","Mtwara + name&&>","73","Timaru + name&&>","73","Tomari + name&&>","73"
"113131","9394210","DRY BULK","TRIZM","Izmir + TRIZM","100","Isdemir + TRIDM","80","Rize + TRRIZ","80","Rize + name","67","Turiamo + name","67"
"113138","9030955","DRY BULK","MYLBU","Labuan + MYLBU","100","Lutong + MYLUT","80","Lahad Datu + MYLDU","80","Lumut, Malaya, Malaysia + MYLUM","80","Milbuk + name","73"
"113141","9708863","CONTAINER","EGSUZ>AEJEA","Jebel Ali + AEJEA&&>","100","Jebel Dhanna - Ruwais + AEJED&&>","80","Vaja + name&&>","67","Ajman + name&&>","60","Dahej + name&&>","60"
"113176","9231779","CONTAINER","LKCMB","Colombo + LKCMB","100","Kimbe + name","60","Limbe + name","60","Kribi + CMKBI","60","Mombasa + KEMBA","60"
"113183","9372432","TANKER","PACTB>MXLZC","Lazaro Cardenas + MXLZC&&>","100","San Carlos + MXSCR&&>","60","Cozumel + MXCZM&&>","60","Coatzacoalcos + MXCOA&&>","60","Milazzo + ITMLZ&&>","60"
"113189","9193513","CONTAINER","CVMIN","Mindelo + CVMIN","100","Cinta + name","60","Marin + name","60","Kribi + CMKBI","60","Caleta Olivia + ARCVI","60"
